id,food_id,orig_food_id,orig_food_common_name,source_id,orig_source_id,orig_source_name,source_type,orig_content,orig_unit,subklass,converted_value,final_unit
4690,506,0551,"Beef brisket, soaked in brine",2,0001,"Protein, total",Nutrient,21000.0,mg/100 g,,21000.0,mg/100g
4691,506,0551,"Beef brisket, soaked in brine",2,0002,"Protein, total-N",Nutrient,3400.0,mg/100 g,,3400.0,mg/100g
4692,506,0436,"Beef, brisket, anterior part, raw",2,0001,"Protein, total",Nutrient,17600.0,mg/100 g,,17600.0,mg/100g
4693,506,0436,"Beef, brisket, anterior part, raw",2,0002,"Protein, total-N",Nutrient,2800.0,mg/100 g,,2800.0,mg/100g
4694,506,0437,"Beef, brisket, middle part, raw",2,0001,"Protein, total",Nutrient,15900.0,mg/100 g,,15900.0,mg/100g
4695,506,0437,"Beef, brisket, middle part, raw",2,0002,"Protein, total-N",Nutrient,2500.0,mg/100 g,,2500.0,mg/100g
4696,506,0438,"Beef, brisket, posterior part, raw",2,0001,"Protein, total",Nutrient,17000.0,mg/100 g,,17000.0,mg/100g
4697,506,0438,"Beef, brisket, posterior part, raw",2,0002,"Protein, total-N",Nutrient,2700.0,mg/100 g,,2700.0,mg/100g
4698,506,0432,"Beef, chuck, raw",2,0001,"Protein, total",Nutrient,19500.0,mg/100 g,,19500.0,mg/100g
4699,506,0432,"Beef, chuck, raw",2,0002,"Protein, total-N",Nutrient,3100.0,mg/100 g,,3100.0,mg/100g
4700,506,0430,"Beef, entrecote ""cap on"", raw",2,0001,"Protein, total",Nutrient,18200.0,mg/100 g,,18200.0,mg/100g
4701,506,0430,"Beef, entrecote ""cap on"", raw",2,0002,"Protein, total-N",Nutrient,2900.0,mg/100 g,,2900.0,mg/100g
4702,506,0422,"Beef, eye of round, raw",2,0001,"Protein, total",Nutrient,21500.0,mg/100 g,,21500.0,mg/100g
4703,506,0422,"Beef, eye of round, raw",2,0002,"Protein, total-N",Nutrient,3400.0,mg/100 g,,3400.0,mg/100g
4704,506,0428,"Beef, fillet, defatted, raw",2,0001,"Protein, total",Nutrient,20000.0,mg/100 g,,20000.0,mg/100g
4705,506,0428,"Beef, fillet, defatted, raw",2,0002,"Protein, total-N",Nutrient,3200.0,mg/100 g,,3200.0,mg/100g
4706,506,0440,"Beef, flank, raw",2,0001,"Protein, total",Nutrient,16100.0,mg/100 g,,16100.0,mg/100g
4707,506,0440,"Beef, flank, raw",2,0002,"Protein, total-N",Nutrient,2600.0,mg/100 g,,2600.0,mg/100g
4708,506,0439,"Beef, flatribs, raw",2,0001,"Protein, total",Nutrient,16600.0,mg/100 g,,16600.0,mg/100g
4709,506,0439,"Beef, flatribs, raw",2,0002,"Protein, total-N",Nutrient,2700.0,mg/100 g,,2700.0,mg/100g
4710,506,1342,"Beef, low fat, minced, raw",2,0001,"Protein, total",Nutrient,20500.0,mg/100 g,,20500.0,mg/100g
4711,506,1342,"Beef, low fat, minced, raw",2,0002,"Protein, total-N",Nutrient,3300.0,mg/100 g,,3300.0,mg/100g
4712,506,0201,"Beef, meat, 5-10 % fat, raw",2,0001,"Protein, total",Nutrient,21100.0,mg/100 g,,21100.0,mg/100g
4713,506,0201,"Beef, meat, 5-10 % fat, raw",2,0002,"Protein, total-N",Nutrient,3400.0,mg/100 g,,3400.0,mg/100g
4714,506,0202,"Beef, meat, approx. 15 % fat, raw",2,0001,"Protein, total",Nutrient,19700.0,mg/100 g,,19700.0,mg/100g
4715,506,0202,"Beef, meat, approx. 15 % fat, raw",2,0002,"Protein, total-N",Nutrient,3200.0,mg/100 g,,3200.0,mg/100g
4716,506,0200,"Beef, meat, approx. 25 % fat, raw",2,0001,"Protein, total",Nutrient,16400.0,mg/100 g,,16400.0,mg/100g
4717,506,0200,"Beef, meat, approx. 25 % fat, raw",2,0002,"Protein, total-N",Nutrient,2600.0,mg/100 g,,2600.0,mg/100g
4718,506,0199,"Beef, meat, lean (<5 % fat), raw",2,0001,"Protein, total",Nutrient,21700.0,mg/100 g,,21700.0,mg/100g
4719,506,0199,"Beef, meat, lean (<5 % fat), raw",2,0002,"Protein, total-N",Nutrient,3500.0,mg/100 g,,3500.0,mg/100g
4720,506,1296,"Beef, mince, raw",2,0001,"Protein, total",Nutrient,19300.0,mg/100 g,,19300.0,mg/100g
4721,506,1296,"Beef, mince, raw",2,0002,"Protein, total-N",Nutrient,3100.0,mg/100 g,,3100.0,mg/100g
4722,506,0433,"Beef, neck, raw",2,0001,"Protein, total",Nutrient,20800.0,mg/100 g,,20800.0,mg/100g
4723,506,0433,"Beef, neck, raw",2,0002,"Protein, total-N",Nutrient,3300.0,mg/100 g,,3300.0,mg/100g
4724,506,0420,"Beef, outside, round, raw",2,0001,"Protein, total",Nutrient,21400.0,mg/100 g,,21400.0,mg/100g
4725,506,0420,"Beef, outside, round, raw",2,0002,"Protein, total-N",Nutrient,3400.0,mg/100 g,,3400.0,mg/100g
4726,506,0423,"Beef, rump, raw",2,0001,"Protein, total",Nutrient,19400.0,mg/100 g,,19400.0,mg/100g
4727,506,0423,"Beef, rump, raw",2,0002,"Protein, total-N",Nutrient,3100.0,mg/100 g,,3100.0,mg/100g
4728,506,0425,"Beef, rumpsteak ""cap off"", raw",2,0001,"Protein, total",Nutrient,21800.0,mg/100 g,,21800.0,mg/100g
4729,506,0425,"Beef, rumpsteak ""cap off"", raw",2,0002,"Protein, total-N",Nutrient,3500.0,mg/100 g,,3500.0,mg/100g
4730,506,0424,"Beef, rumpsteak ""cap on"", raw",2,0001,"Protein, total",Nutrient,20400.0,mg/100 g,,20400.0,mg/100g
4731,506,0424,"Beef, rumpsteak ""cap on"", raw",2,0002,"Protein, total-N",Nutrient,3300.0,mg/100 g,,3300.0,mg/100g
4732,506,0417,"Beef, shin + leg (shank), raw",2,0001,"Protein, total",Nutrient,21400.0,mg/100 g,,21400.0,mg/100g
4733,506,0417,"Beef, shin + leg (shank), raw",2,0002,"Protein, total-N",Nutrient,3400.0,mg/100 g,,3400.0,mg/100g
4734,506,0434,"Beef, shoulder, dorsal part, raw",2,0001,"Protein, total",Nutrient,19200.0,mg/100 g,,19200.0,mg/100g
4735,506,0434,"Beef, shoulder, dorsal part, raw",2,0002,"Protein, total-N",Nutrient,3100.0,mg/100 g,,3100.0,mg/100g
4736,506,0435,"Beef, shoulder, ventral part",2,0001,"Protein, total",Nutrient,19900.0,mg/100 g,,19900.0,mg/100g
4737,506,0435,"Beef, shoulder, ventral part",2,0002,"Protein, total-N",Nutrient,3200.0,mg/100 g,,3200.0,mg/100g
4738,506,0427,"Beef, sirloin, raw",2,0001,"Protein, total",Nutrient,20300.0,mg/100 g,,20300.0,mg/100g
4739,506,0427,"Beef, sirloin, raw",2,0002,"Protein, total-N",Nutrient,3200.0,mg/100 g,,3200.0,mg/100g
4740,506,0431,"Beef, striploin ""cap off"", raw",2,0001,"Protein, total",Nutrient,22400.0,mg/100 g,,22400.0,mg/100g
4741,506,0431,"Beef, striploin ""cap off"", raw",2,0002,"Protein, total-N",Nutrient,3600.0,mg/100 g,,3600.0,mg/100g
4742,506,0429,"Beef, striploin ""cap on"", raw",2,0001,"Protein, total",Nutrient,19500.0,mg/100 g,,19500.0,mg/100g
4743,506,0429,"Beef, striploin ""cap on"", raw",2,0002,"Protein, total-N",Nutrient,3100.0,mg/100 g,,3100.0,mg/100g
4744,506,0426,"Beef, T-bone steak, raw",2,0001,"Protein, total",Nutrient,20300.0,mg/100 g,,20300.0,mg/100g
4745,506,0426,"Beef, T-bone steak, raw",2,0002,"Protein, total-N",Nutrient,3200.0,mg/100 g,,3200.0,mg/100g
4746,506,0421,"Beef, thick flank ""cap off"", raw",2,0001,"Protein, total",Nutrient,21200.0,mg/100 g,,21200.0,mg/100g
4747,506,0421,"Beef, thick flank ""cap off"", raw",2,0002,"Protein, total-N",Nutrient,3400.0,mg/100 g,,3400.0,mg/100g
4748,506,0419,"Beef, topside ""cap off"", raw",2,0001,"Protein, total",Nutrient,22300.0,mg/100 g,,22300.0,mg/100g
4749,506,0419,"Beef, topside ""cap off"", raw",2,0002,"Protein, total-N",Nutrient,3600.0,mg/100 g,,3600.0,mg/100g
4750,506,0418,"Beef, topside ""cap on"", raw",2,0001,"Protein, total",Nutrient,21100.0,mg/100 g,,21100.0,mg/100g
4751,506,0418,"Beef, topside ""cap on"", raw",2,0002,"Protein, total-N",Nutrient,3400.0,mg/100 g,,3400.0,mg/100g
4770,506,0322,"Tongue, calf, raw",2,0001,"Protein, total",Nutrient,16900.0,mg/100 g,,16900.0,mg/100g
4771,506,0322,"Tongue, calf, raw",2,0002,"Protein, total-N",Nutrient,2700.0,mg/100 g,,2700.0,mg/100g
4772,506,0323,"Tongue, ox, raw",2,0001,"Protein, total",Nutrient,16200.0,mg/100 g,,16200.0,mg/100g
4773,506,0323,"Tongue, ox, raw",2,0002,"Protein, total-N",Nutrient,2600.0,mg/100 g,,2600.0,mg/100g
4778,506,0111,"Veal, lean meat, raw",2,0001,"Protein, total",Nutrient,21600.0,mg/100 g,,21600.0,mg/100g
4779,506,0111,"Veal, lean meat, raw",2,0002,"Protein, total-N",Nutrient,3500.0,mg/100 g,,3500.0,mg/100g
4788,506,13000,"Beef, grass-fed, strip steaks, lean only, raw",2,203,Protein,Nutrient,23070.0,mg/100 g,,23070.0,mg/100g
4793,506,13023,"Beef, brisket, whole, separable lean only, all grades, raw",2,203,Protein,Nutrient,20720.0,mg/100 g,,20720.0,mg/100g
4794,506,13047,"Beef, grass-fed, ground, raw",2,203,Protein,Nutrient,19420.0,mg/100 g,,19420.0,mg/100g
4796,506,13065,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,21220.0,mg/100 g,,21220.0,mg/100g
4799,506,13068,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,21720.0,mg/100 g,,21720.0,mg/100g
4802,506,13095,"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,17510.0,mg/100 g,,17510.0,mg/100g
4804,506,13097,"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,20130.0,mg/100 g,,20130.0,mg/100g
4806,506,13147,"Beef, rib, shortribs, separable lean and fat, choice, raw",2,203,Protein,Nutrient,14400.0,mg/100 g,,14400.0,mg/100g
4808,506,13149,"Beef, rib, shortribs, separable lean only, choice, raw",2,203,Protein,Nutrient,19050.0,mg/100 g,,19050.0,mg/100g
4814,506,13227,"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, raw",2,203,Protein,Nutrient,21750.0,mg/100 g,,21750.0,mg/100g
4816,506,13284,"Beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, raw",2,203,Protein,Nutrient,21170.0,mg/100 g,,21170.0,mg/100g
4818,506,13293,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",2,203,Protein,Nutrient,21130.0,mg/100 g,,21130.0,mg/100g
4819,506,13294,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,21190.0,mg/100 g,,21190.0,mg/100g
4833,506,13330,"Beef, variety meats and by-products, mechanically separated beef, raw",2,203,Protein,Nutrient,14970.0,mg/100 g,,14970.0,mg/100g
4841,506,13339,"Beef, variety meats and by-products, tongue, raw",2,203,Protein,Nutrient,14900.0,mg/100 g,,14900.0,mg/100g
4844,506,13342,"Beef, sandwich steaks, flaked, chopped, formed and thinly sliced, raw",2,203,Protein,Nutrient,16500.0,mg/100 g,,16500.0,mg/100g
4851,506,13349,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",2,203,Protein,Nutrient,21030.0,mg/100 g,,21030.0,mg/100g
4857,506,13356,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, all grades, raw",2,203,Protein,Nutrient,19420.0,mg/100 g,,19420.0,mg/100g
4859,506,13359,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,19230.0,mg/100 g,,19230.0,mg/100g
4955,506,13486,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",2,203,Protein,Nutrient,20480.0,mg/100 g,,20480.0,mg/100g
4956,506,13487,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,20160.0,mg/100 g,,20160.0,mg/100g
4957,506,13488,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, select, raw",2,203,Protein,Nutrient,20800.0,mg/100 g,,20800.0,mg/100g
4966,506,13498,"Beef, ground, 70% lean meat / 30% fat, raw",2,203,Protein,Nutrient,14350.0,mg/100 g,,14350.0,mg/100g
4967,506,13499,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, raw",2,203,Protein,Nutrient,19710.0,mg/100 g,,19710.0,mg/100g
4971,506,13519,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",2,203,Protein,Nutrient,20360.0,mg/100 g,,20360.0,mg/100g
4972,506,13520,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,20350.0,mg/100 g,,20350.0,mg/100g
4973,506,13523,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",2,203,Protein,Nutrient,20390.0,mg/100 g,,20390.0,mg/100g
4974,506,13595,"Beef, brisket, flat half, boneless separable lean only, trimmed to 0"" fat, all grades, raw",2,203,Protein,Nutrient,21470.0,mg/100 g,,21470.0,mg/100g
4975,506,13596,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,21280.0,mg/100 g,,21280.0,mg/100g
4976,506,13597,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, select, raw",2,203,Protein,Nutrient,21740.0,mg/100 g,,21740.0,mg/100g
4978,506,13647,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",2,203,Protein,Nutrient,21640.0,mg/100 g,,21640.0,mg/100g
4979,506,13648,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,21450.0,mg/100 g,,21450.0,mg/100g
4980,506,13649,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",2,203,Protein,Nutrient,21930.0,mg/100 g,,21930.0,mg/100g
4982,506,13786,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",2,203,Protein,Nutrient,19180.0,mg/100 g,,19180.0,mg/100g
4983,506,13788,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,19140.0,mg/100 g,,19140.0,mg/100g
4984,506,13791,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, raw",2,203,Protein,Nutrient,19250.0,mg/100 g,,19250.0,mg/100g
4993,506,13803,"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,18420.0,mg/100 g,,18420.0,mg/100g
4995,506,13805,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,17940.0,mg/100 g,,17940.0,mg/100g
4997,506,13807,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,17650.0,mg/100 g,,17650.0,mg/100g
4999,506,13809,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,19230.0,mg/100 g,,19230.0,mg/100g
5001,506,13811,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,19140.0,mg/100 g,,19140.0,mg/100g
5003,506,13813,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",2,203,Protein,Nutrient,19330.0,mg/100 g,,19330.0,mg/100g
5005,506,13815,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,17160.0,mg/100 g,,17160.0,mg/100g
5007,506,13817,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,16980.0,mg/100 g,,16980.0,mg/100g
5009,506,13819,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",2,203,Protein,Nutrient,17370.0,mg/100 g,,17370.0,mg/100g
5014,506,13824,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,16530.0,mg/100 g,,16530.0,mg/100g
5017,506,13827,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,16340.0,mg/100 g,,16340.0,mg/100g
5020,506,13830,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",2,203,Protein,Nutrient,16750.0,mg/100 g,,16750.0,mg/100g
5023,506,13833,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",2,203,Protein,Nutrient,16150.0,mg/100 g,,16150.0,mg/100g
5026,506,13838,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,16260.0,mg/100 g,,16260.0,mg/100g
5029,506,13841,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,16030.0,mg/100 g,,16030.0,mg/100g
5032,506,13844,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw",2,203,Protein,Nutrient,16520.0,mg/100 g,,16520.0,mg/100g
5035,506,13847,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, raw",2,203,Protein,Nutrient,15770.0,mg/100 g,,15770.0,mg/100g
5038,506,13850,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,19330.0,mg/100 g,,19330.0,mg/100g
5041,506,13853,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,19090.0,mg/100 g,,19090.0,mg/100g
5044,506,13856,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",2,203,Protein,Nutrient,19560.0,mg/100 g,,19560.0,mg/100g
5047,506,13859,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",2,203,Protein,Nutrient,16740.0,mg/100 g,,16740.0,mg/100g
5051,506,13863,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",2,203,Protein,Nutrient,20160.0,mg/100 g,,20160.0,mg/100g
5052,506,13864,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,20560.0,mg/100 g,,20560.0,mg/100g
5054,506,13866,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, raw",2,203,Protein,Nutrient,20560.0,mg/100 g,,20560.0,mg/100g
5056,506,13868,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,20700.0,mg/100 g,,20700.0,mg/100g
5059,506,13871,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,20710.0,mg/100 g,,20710.0,mg/100g
5062,506,13874,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",2,203,Protein,Nutrient,20680.0,mg/100 g,,20680.0,mg/100g
5065,506,13877,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,21490.0,mg/100 g,,21490.0,mg/100g
5067,506,13879,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,21680.0,mg/100 g,,21680.0,mg/100g
5069,506,13881,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",2,203,Protein,Nutrient,21300.0,mg/100 g,,21300.0,mg/100g
5071,506,13883,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,19600.0,mg/100 g,,19600.0,mg/100g
5073,506,13885,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,19480.0,mg/100 g,,19480.0,mg/100g
5075,506,13887,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, select, raw",2,203,Protein,Nutrient,19740.0,mg/100 g,,19740.0,mg/100g
5077,506,13889,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,20070.0,mg/100 g,,20070.0,mg/100g
5079,506,13891,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,22060.0,mg/100 g,,22060.0,mg/100g
5082,506,13894,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,21940.0,mg/100 g,,21940.0,mg/100g
5086,506,13898,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",2,203,Protein,Nutrient,22180.0,mg/100 g,,22180.0,mg/100g
5089,506,13901,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, prime, raw",2,203,Protein,Nutrient,22240.0,mg/100 g,,22240.0,mg/100g
5091,506,13903,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",2,203,Protein,Nutrient,20280.0,mg/100 g,,20280.0,mg/100g
5092,506,13904,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",2,203,Protein,Nutrient,20320.0,mg/100 g,,20320.0,mg/100g
5093,506,13905,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,17980.0,mg/100 g,,17980.0,mg/100g
5095,506,13907,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,18900.0,mg/100 g,,18900.0,mg/100g
5097,506,13909,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,20610.0,mg/100 g,,20610.0,mg/100g
5099,506,13911,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,20630.0,mg/100 g,,20630.0,mg/100g
5101,506,13913,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",2,203,Protein,Nutrient,20590.0,mg/100 g,,20590.0,mg/100g
5103,506,13915,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, prime, raw",2,203,Protein,Nutrient,19000.0,mg/100 g,,19000.0,mg/100g
5105,506,13917,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,19610.0,mg/100 g,,19610.0,mg/100g
5108,506,13920,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,19820.0,mg/100 g,,19820.0,mg/100g
5111,506,13923,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",2,203,Protein,Nutrient,19370.0,mg/100 g,,19370.0,mg/100g
5114,506,13926,"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, prime, raw",2,203,Protein,Nutrient,18150.0,mg/100 g,,18150.0,mg/100g
5117,506,13929,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",2,203,Protein,Nutrient,20300.0,mg/100 g,,20300.0,mg/100g
5119,506,13931,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",2,203,Protein,Nutrient,19920.0,mg/100 g,,19920.0,mg/100g
5122,506,13934,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",2,203,Protein,Nutrient,20680.0,mg/100 g,,20680.0,mg/100g
5134,506,13954,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",2,203,Protein,Nutrient,20640.0,mg/100 g,,20640.0,mg/100g
5136,506,13956,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,20640.0,mg/100 g,,20640.0,mg/100g
5138,506,13958,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, raw",2,203,Protein,Nutrient,20640.0,mg/100 g,,20640.0,mg/100g
5146,506,13970,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",2,203,Protein,Nutrient,21220.0,mg/100 g,,21220.0,mg/100g
5147,506,13971,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, raw",2,203,Protein,Nutrient,21220.0,mg/100 g,,21220.0,mg/100g
5148,506,13972,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, raw",2,203,Protein,Nutrient,20610.0,mg/100 g,,20610.0,mg/100g
5149,506,13973,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,20670.0,mg/100 g,,20670.0,mg/100g
5150,506,13974,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, raw",2,203,Protein,Nutrient,20520.0,mg/100 g,,20520.0,mg/100g
5151,506,13975,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",2,203,Protein,Nutrient,20150.0,mg/100 g,,20150.0,mg/100g
5152,506,13976,"Beef, plate, inside skirt steak, separable lean only, trimmed to 1/4"" fat, all grades, raw",2,203,Protein,Nutrient,21080.0,mg/100 g,,21080.0,mg/100g
5154,506,13978,"Beef, plate, outside skirt steak, separable lean only, trimmed to 1/4"" fat, all grades, raw",2,203,Protein,Nutrient,19620.0,mg/100 g,,19620.0,mg/100g
5159,506,13983,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",2,203,Protein,Nutrient,20570.0,mg/100 g,,20570.0,mg/100g
5168,506,17094,"Veal, leg (top round), separable lean and fat, raw",2,203,Protein,Nutrient,20980.0,mg/100 g,,20980.0,mg/100g
5173,506,17099,"Veal, leg (top round), separable lean only, raw",2,203,Protein,Nutrient,21280.0,mg/100 g,,21280.0,mg/100g
5178,506,17104,"Veal, loin, separable lean and fat, raw",2,203,Protein,Nutrient,18890.0,mg/100 g,,18890.0,mg/100g
5181,506,17107,"Veal, loin, separable lean only, raw",2,203,Protein,Nutrient,20170.0,mg/100 g,,20170.0,mg/100g
5184,506,17110,"Veal, rib, separable lean and fat, raw",2,203,Protein,Nutrient,18860.0,mg/100 g,,18860.0,mg/100g
5187,506,17113,"Veal, rib, separable lean only, raw",2,203,Protein,Nutrient,19970.0,mg/100 g,,19970.0,mg/100g
5190,506,17116,"Veal, shoulder, whole (arm and blade), separable lean and fat, raw",2,203,Protein,Nutrient,19270.0,mg/100 g,,19270.0,mg/100g
